"fecha_vigencia","precio","provincia","localidad","direccion"
2024-02-01,839,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-02-01,839,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-04-01,944,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-04-01,944,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-05-01,982,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-05-01,982,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-06-01,1022,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-06-01,1022,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-07-01,1053,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-07-01,1053,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-03-02,902,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-03-02,902,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-01-03 09:00:00,788,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-01-03 09:00:00,788,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2023-12-08 13:00:00,456,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2023-12-08 13:00:00,456,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2023-12-13 22:00:00,625,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2023-12-13 22:00:00,625,"SAN LUIS","VILLA MERCEDES","25 DE MAYO 675"
2024-02-01,638,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-02-01,638,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-04-01,718,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-04-01,718,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-05-01,747,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-05-01,747,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-06-01,777,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-06-01,777,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-07-01,800,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-07-01,800,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-03-02,686,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-03-02,686,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-01-03 09:00:00,628,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-01-03 09:00:00,628,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2023-12-08 13:00:00,356,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2023-12-08 13:00:00,356,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2023-12-13 22:00:00,498,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2023-12-13 22:00:00,498,"CHUBUT","COMODORO RIVADAVIA","HIPOLITO YRIGOYEN 396"
2024-02-01,858,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-02-01,858,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-04-01,966,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-04-01,966,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-05-01,1005,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-05-01,1005,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-06-01,1046,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-06-01,1046,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-07-01,1077,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-07-01,1077,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-03-02,923,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-03-02,923,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-01-03 09:00:00,806,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-01-03 09:00:00,806,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2023-12-08 13:00:00,476,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2023-12-08 13:00:00,476,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2023-12-13 22:00:00,639,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2023-12-13 22:00:00,639,"ENTRE RIOS","CONCEPCION DEL URUGUAY","9 DE JULIO 560"
2024-02-01,825,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-02-01,825,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-04-01,929,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-04-01,929,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-05-01,966,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-05-01,966,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-06-01,1021,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-06-01,1021,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-07-01,1053,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-07-01,1053,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-03-02,887,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-03-02,887,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-01-03 09:00:00,775,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-01-03 09:00:00,775,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-05-03,981,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-05-03,981,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-06-04,1022,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-06-04,1022,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2023-12-08 13:00:00,448,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2023-12-08 13:00:00,448,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2023-12-13 22:00:00,614,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2023-12-13 22:00:00,614,"BUENOS AIRES","LOMAS DE ZAMORA","Santa Fe 1005"
2024-02-01,825,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-02-01,825,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-04-01,929,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-04-01,929,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-05-01,966,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-05-01,966,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-06-01,1021,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-06-01,1021,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-07-01,1053,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-07-01,1053,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-03-02,887,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-03-02,887,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-01-03 09:00:00,775,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-01-03 09:00:00,775,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-05-03,981,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-05-03,981,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-06-04,1022,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-06-04,1022,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2023-12-08 13:00:00,448,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2023-12-08 13:00:00,448,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2023-12-13 22:00:00,614,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2023-12-13 22:00:00,614,"BUENOS AIRES","LOMAS DE ZAMORA","Las Heras 1740"
2024-02-01,885,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-02-01,885,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-04-01,997,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-04-01,997,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-05-01,1037,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-05-01,1037,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-06-01,1079,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-06-01,1079,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-07-01,1111,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-07-01,1111,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-03-02,952,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-03-02,952,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-01-03 09:00:00,831,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-01-03 09:00:00,831,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2023-12-08 13:00:00,483,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2023-12-08 13:00:00,483,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2023-12-13 22:00:00,659,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2023-12-13 22:00:00,659,"BUENOS AIRES","MAIPU","LAVALLE Y ALSINA"
2024-02-01,799,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-02-01,799,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-04-01,899,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-04-01,899,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-05-01,935,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-05-01,935,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-06-01,973,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-06-01,973,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-07-01,999,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-07-01,999,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-03-02,859,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-03-02,859,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-01-03 09:00:00,755,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-01-03 09:00:00,755,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2023-12-08 13:00:00,430,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2023-12-08 13:00:00,430,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2023-12-13 22:00:00,599,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2023-12-13 22:00:00,599,"MENDOZA","PALMIRA","Variante Ruta Prov. 50 KM. 1010"
2024-02-01,871,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-02-01,871,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-04-01,981,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-04-01,981,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-05-01,1020,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-05-01,1020,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-06-01,1061,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-06-01,1061,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-07-01,1093,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-07-01,1093,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-03-02,937,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-03-02,937,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-01-03 09:00:00,818,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-01-03 09:00:00,818,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2023-12-08 13:00:00,475,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2023-12-08 13:00:00,475,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2023-12-13 22:00:00,649,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2023-12-13 22:00:00,649,"BUENOS AIRES","OLAVARRIA","MORENO 3002"
2024-02-01,825,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-02-01,825,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-04-01,929,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-04-01,929,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-05-01,966,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-05-01,966,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-06-01,999,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-06-01,999,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-07-01,1029,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-07-01,1029,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-03-02,887,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-03-02,887,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-01-03 09:00:00,775,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-01-03 09:00:00,775,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2023-12-08 13:00:00,453,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2023-12-08 13:00:00,453,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2023-12-13 22:00:00,613,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2023-12-13 22:00:00,613,"BUENOS AIRES","CAÑUELAS","DEL CARMEN 986"
2024-02-01,825,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-02-01,825,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-04-01,929,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-04-01,929,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-05-01,966,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-05-01,966,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-06-01,999,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-06-01,999,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-07-01,1029,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-07-01,1029,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-03-02,887,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-03-02,887,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-01-03 09:00:00,775,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-01-03 09:00:00,775,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2023-12-08 13:00:00,453,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2023-12-08 13:00:00,453,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2023-12-13 22:00:00,613,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2023-12-13 22:00:00,613,"BUENOS AIRES","CAÑUELAS","RUTA 205 KM. 57.500"
2024-02-01,858,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-02-01,858,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-04-01,966,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-04-01,966,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-05-01,1005,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-05-01,1005,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-06-01,1046,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-06-01,1046,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-07-01,1077,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-07-01,1077,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-03-02,923,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-03-02,923,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-01-03 09:00:00,806,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-01-03 09:00:00,806,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2023-12-08 13:00:00,465,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2023-12-08 13:00:00,465,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2023-12-13 22:00:00,639,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2023-12-13 22:00:00,639,"SANTA FE","SAN LORENZO","RTA AO12 KM 65"
2024-02-01,858,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-02-01,858,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-04-01,966,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-04-01,966,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-05-01,1005,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-05-01,1005,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-06-01,1046,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-06-01,1046,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-07-01,1077,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-07-01,1077,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-03-02,923,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-03-02,923,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-01-03 09:00:00,806,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-01-03 09:00:00,806,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2023-12-08 13:00:00,460,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2023-12-08 13:00:00,460,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2023-12-13 22:00:00,639,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2023-12-13 22:00:00,639,"CORDOBA","LAS ACEQUIAS","25 DE MAYO 152"
2024-02-01,858,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-02-01,858,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-04-01,966,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-04-01,966,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-05-01,1005,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-05-01,1005,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-06-01,1046,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-06-01,1046,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-07-01,1077,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-07-01,1077,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-03-02,923,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-03-02,923,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-01-03 09:00:00,806,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-01-03 09:00:00,806,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2023-12-08 13:00:00,460,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2023-12-08 13:00:00,460,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2023-12-13 22:00:00,639,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2023-12-13 22:00:00,639,"CORDOBA","GRAL. CABRERA","AV.SAN MARTIN 405"
2024-02-01,885,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-02-01,885,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-04-01,997,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-04-01,997,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-05-01,1037,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-05-01,1037,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-06-01,1079,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-06-01,1079,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-07-01,1111,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-07-01,1111,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-03-02,952,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-03-02,952,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-01-03 09:00:00,831,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-01-03 09:00:00,831,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2023-12-08 13:00:00,485,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2023-12-08 13:00:00,485,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2023-12-13 22:00:00,659,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2023-12-13 22:00:00,659,"MISIONES","L.N. ALEM","AV. BELGRANO Y CORTI"
2024-02-01,885,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-02-01,885,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-04-01,997,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-04-01,997,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-05-01,1037,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-05-01,1037,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-06-01,1079,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-06-01,1079,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-07-01,1111,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-07-01,1111,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-03-02,952,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-03-02,952,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-01-03 09:00:00,831,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-01-03 09:00:00,831,"MISIONES","POSADAS","AV. QUARANTA 6450"
2023-12-08 13:00:00,479,"MISIONES","POSADAS","AV. QUARANTA 6450"
2023-12-08 13:00:00,479,"MISIONES","POSADAS","AV. QUARANTA 6450"
2023-12-13 22:00:00,659,"MISIONES","POSADAS","AV. QUARANTA 6450"
2023-12-13 22:00:00,659,"MISIONES","POSADAS","AV. QUARANTA 6450"
2024-02-01,885,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-02-01,885,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-04-01,997,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-04-01,997,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-05-01,1037,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-05-01,1037,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-06-01,1079,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-06-01,1079,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-07-01,1111,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-07-01,1111,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-03-02,952,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-03-02,952,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-01-03 09:00:00,831,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-01-03 09:00:00,831,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2023-12-08 13:00:00,479,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2023-12-08 13:00:00,479,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2023-12-13 22:00:00,659,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2023-12-13 22:00:00,659,"MISIONES","POSADAS","AV. SANTA CATALINA 5235 Y FRANCIA"
2024-02-01,885,"MISIONES","SANTA ANA","CRUCE RUTA NAC 12 Y PROV 103"
2024-02-01,885,"MISIONES","SANTA ANA","CRUCE RUTA NAC 12 Y PROV 103"
2024-04-01,997,"MISIONES","SANTA ANA","CRUCE RUTA NAC 12 Y PROV 103"
2024-04-01,997,"MISIONES","SANTA ANA","CRUCE RUTA NAC 12 Y PROV 103"
2024-05-01,1037,"MISIONES","SANTA ANA","CRUCE RUTA NAC 12 Y PROV 103"
2024-05-01,1037,"MISIONES","SANTA ANA","CRUCE RUTA NAC 12 Y PROV 103"
2024-06-01,1079,"MISIONES","SANTA ANA","CRUCE RUTA NAC 12 Y PROV 103"
2024-06-01,1079,"MISIONES","SANTA ANA","CRUCE RUTA NAC 12 Y PROV 103"
2024-07-01,1111,"MISIONES","SANTA ANA","CRUCE RUTA NAC 12 Y PROV 103"
2024-07-01,1111,"MISIONES","SANTA ANA","CRUCE RUTA NAC 12 Y PROV 103"
2024-03-02,952,"MISIONES","SANTA ANA","CRUCE RUTA NAC 12 Y PROV 103"
